Song Name,Artists,Released Dates,Popularity,Duration,Album Type,Cover Image,genre,mood,user_id,user_rating
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,EDM,Energetic,user_117,1
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_124,5
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Folk,Calm,user_399,4
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_793,1
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_804,2
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Calm,user_715,3
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Romantic,Romantic,user_51,1
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,Folk,Romantic,user_783,1
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Energetic,user_324,2
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_789,4
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Folk,Happy,user_141,1
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_470,1
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,Romantic,Romantic,user_787,4
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,EDM,Calm,user_802,2
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb,Romantic,Energetic,user_334,1
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Romantic,Calm,user_893,4
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Romantic,user_964,1
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Romantic,Romantic,user_373,3
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,Folk,Calm,user_564,5
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,Romantic,Romantic,user_494,3
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,Folk,Sad,user_539,1
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Folk,Happy,user_669,2
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,Romantic,Happy,user_751,5
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594,Romantic,Happy,user_156,3
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,EDM,Sad,user_291,4
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,Romantic,Romantic,user_648,2
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,EDM,Calm,user_144,3
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Romantic,Energetic,user_106,4
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78,Romantic,Romantic,user_420,1
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,Romantic,Sad,user_670,4
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb,Romantic,Sad,user_658,3
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,EDM,Happy,user_2,3
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,EDM,Romantic,user_945,1
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d,Romantic,Happy,user_589,4
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,Romantic,Energetic,user_644,4
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,EDM,Happy,user_90,1
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0,Folk,Energetic,user_345,4
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,Folk,Sad,user_350,1
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Folk,Happy,user_459,2
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,EDM,Happy,user_263,3
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,EDM,Calm,user_351,2
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,Folk,Sad,user_108,5
Tera Love Letter Sajna,Lovely Nirman,2000-06-30,31,313096,album,https://i.scdn.co/image/ab67616d0000b27303f35f17fafef1c88aed368a,Folk,Calm,user_586,5
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Romantic,Energetic,user_39,5
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,EDM,Energetic,user_909,1
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,EDM,Sad,user_159,4
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Folk,Energetic,user_583,2
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Folk,Sad,user_959,2
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,EDM,Energetic,user_312,2
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,Romantic,Romantic,user_241,2
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,Folk,Happy,user_938,5
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_445,2
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,EDM,Sad,user_298,4
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_952,5
Jattiye Ni,Jordan Sandhu,2019-12-20,23,181812,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Romantic,user_36,2
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Happy,user_84,1
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Folk,Happy,user_452,3
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,Folk,Calm,user_886,3
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Energetic,user_775,3
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_822,5
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,EDM,Happy,user_385,2
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Romantic,user_172,5
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,Romantic,Energetic,user_376,4
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,Romantic,Romantic,user_685,1
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb,EDM,Calm,user_362,1
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Romantic,Sad,user_559,3
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Romantic,user_891,3
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,EDM,Calm,user_141,3
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,EDM,Calm,user_887,2
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,Romantic,Calm,user_918,4
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,EDM,Sad,user_118,4
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,Romantic,Sad,user_277,4
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,Folk,Sad,user_726,4
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594,Folk,Energetic,user_220,3
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Romantic,Sad,user_905,1
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,Romantic,Sad,user_26,3
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Romantic,Sad,user_521,4
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Romantic,Romantic,user_783,3
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78,Folk,Sad,user_10,4
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,EDM,Energetic,user_984,5
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb,EDM,Calm,user_378,1
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Folk,Romantic,user_633,5
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,EDM,Happy,user_637,2
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d,Folk,Sad,user_682,3
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,EDM,Calm,user_584,2
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Romantic,Calm,user_152,3
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0,Romantic,Romantic,user_720,5
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,Romantic,Happy,user_49,4
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Folk,Energetic,user_154,4
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,Folk,Calm,user_859,3
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,EDM,Calm,user_293,4
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,EDM,Calm,user_580,5
Real Talk,Love Brar,2023-06-30,22,240047,single,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76,EDM,Calm,user_50,4
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Folk,Romantic,user_664,5
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,EDM,Happy,user_531,2
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,Romantic,Calm,user_612,5
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,EDM,Energetic,user_60,1
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Energetic,user_167,1
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,Folk,Sad,user_202,1
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,Romantic,Calm,user_857,3
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,Romantic,Calm,user_146,3
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Calm,user_915,3
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Folk,Calm,user_676,5
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_970,3
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Energetic,user_993,2
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Folk,Happy,user_439,1
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,EDM,Happy,user_242,5
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Sad,user_581,1
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Energetic,user_687,3
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Folk,Calm,user_561,5
"Naina (From ""Manje Bistre 2 "")",Karamjit Anmol,2019-12-20,14,266083,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Happy,user_483,4
Romantic Love Mashup By DJ Dalal,Shahid Mallya,2020-08-04,18,261317,single,https://i.scdn.co/image/ab67616d0000b273700330d5e1f5fa8b84670273,EDM,Romantic,user_108,2
Gallan Ch Romance,Kay Vee Singh,2021-04-01,25,178039,single,https://i.scdn.co/image/ab67616d0000b273d4d18e94bab80131fa660232,EDM,Romantic,user_226,3
Limitless Love,Intiyaj Sogan,2022-02-24,17,319622,single,https://i.scdn.co/image/ab67616d0000b273527d430ababf8eb4cd45b2fb,Romantic,Romantic,user_673,3
Love Song,Kamal Khan,2018-11-24,15,176470,single,https://i.scdn.co/image/ab67616d0000b273bff23e2ff600e68c53d39722,Folk,Calm,user_631,2
Moments of Love Mashup - Valentine’s 2019,Atif Aslam,2019-02-14,29,196997,single,https://i.scdn.co/image/ab67616d0000b2732b295e00c92e9f4f827f4e52,Bollywood Pop,Calm,user_661,2
Dawn of Love,Kanwar Grewal,2018-05-03,17,502000,single,https://i.scdn.co/image/ab67616d0000b273b0f729d2c87413f13a569a1a,Folk,Sad,user_977,4
In Love,Gursanj,2022-02-14,18,151394,single,https://i.scdn.co/image/ab67616d0000b2733e8ec32368ce4b1c51b33804,Folk,Sad,user_662,3
Deep Love,Ndee Kundu,2021-05-31,21,179571,single,https://i.scdn.co/image/ab67616d0000b2733edb7021d498bdbc630101a1,Romantic,Sad,user_432,3
Dreams,Akaal,2020-10-09,28,173437,single,https://i.scdn.co/image/ab67616d0000b273c365980e2761468acadadeb0,Romantic,Romantic,user_805,1
Pyar Ki Kashti Mein - Lofi,Alka Yagnik,2022-09-15,26,249004,album,https://i.scdn.co/image/ab67616d0000b273a2510c37bba7157460305ded,EDM,Calm,user_655,5
ALMOST LOVE (An Audio Story),Anmol Gurung,2020-06-09,23,2972133,single,https://i.scdn.co/image/ab67616d0000b2737680239c2614ea3478dc4c83,EDM,Romantic,user_419,5
Nit Khair Manga,Rahat Fateh Ali Khan,2018-12-26,24,228265,compilation,https://i.scdn.co/image/ab67616d0000b273723d1f74873cdbb853e0f594,Folk,Sad,user_988,1
Possessive Lofi,Jass Manak,2022-09-28,30,239280,album,https://i.scdn.co/image/ab67616d0000b2731f089fbbf2562f4218435b74,Romantic,Calm,user_455,5
Relationship,Khushi Pandher,2023-05-25,19,223902,single,https://i.scdn.co/image/ab67616d0000b27370f1cef23896d383070ebb32,Romantic,Energetic,user_160,2
Gallan Chaandi Diyan,Nimrat Khaira,2021-12-03,20,161290,album,https://i.scdn.co/image/ab67616d0000b273b106a8643f5f1ee6155dc384,Folk,Happy,user_523,5
love,Arham Chaudhry,2023-09-07,31,193541,single,https://i.scdn.co/image/ab67616d0000b273455a78646fe0b04f1e34688d,Folk,Happy,user_650,5
"Gallan Chaandi Diyan (From ""Teeja Punjab"")",Nimrat Khaira,2021-11-23,19,161290,single,https://i.scdn.co/image/ab67616d0000b273b84cb76b8e6706080f280d78,EDM,Sad,user_969,1
Love Story,Ravneet Singh,2018-03-21,18,149665,single,https://i.scdn.co/image/ab67616d0000b273e5012d54337356a603a632c9,EDM,Romantic,user_590,4
Punjab,Harf Cheema,2021-12-11,19,300000,single,https://i.scdn.co/image/ab67616d0000b273130d2b6cd070aa9fac242abb,EDM,Energetic,user_77,5
True Love,Rupal J,2019-06-15,17,274285,compilation,https://i.scdn.co/image/ab67616d0000b2739f69e617e9fe4b68664815ea,Folk,Calm,user_509,5
Dream love,Sagar Chawla,2024-04-19,31,188976,single,https://i.scdn.co/image/ab67616d0000b273cbe3062e344f9d44ea7636e0,Folk,Romantic,user_441,4
Love Life,JA$$A,2022-02-14,24,159000,single,https://i.scdn.co/image/ab67616d0000b273cd38aab6e4d4c8427588166d,EDM,Sad,user_254,1
"Chahtaan-Dard (From ""T-Series Mixtape Punjabi Season 2"")",Palak Muchhal,2019-12-19,19,236114,single,https://i.scdn.co/image/ab67616d0000b27329416eb692d3f9b2f021b6fe,EDM,Romantic,user_921,4
Love Marriage,Nav Dolorain,2020-04-27,20,207586,single,https://i.scdn.co/image/ab67616d0000b2738db7cda9f5fafcbf65a30b52,Romantic,Sad,user_770,1
Heere Moti,Kadir Thind,2020-04-26,22,224720,single,https://i.scdn.co/image/ab67616d0000b2738b04986ab5e8c1b22a68ca38,Romantic,Happy,user_320,2
"Guzaara (From ""Guzaara"") (feat. Mr. Vgrooves)",Gurpreet Chattha,2015-02-13,19,382500,compilation,https://i.scdn.co/image/ab67616d0000b27354834f2d9913ae6bdf5a31f0,EDM,Happy,user_803,1
Nit Khair Mangan,Nusrat Fateh Ali Khan,2018-08-08,23,911895,album,https://i.scdn.co/image/ab67616d0000b2738a525d665cea953b5c61e0a1,EDM,Romantic,user_263,2
Khaab,Akhil,2016-12-25,25,201689,compilation,https://i.scdn.co/image/ab67616d0000b273526e3cf9d0e9956d287c7f01,Romantic,Energetic,user_597,2
Life Remix,Akhil,2018-01-02,28,159216,single,https://i.scdn.co/image/ab67616d0000b273e3a93afb0e93d10b4832a8a8,EDM,Calm,user_658,1
Love,Surjit Bhullar,2013-03-13,19,245300,album,https://i.scdn.co/image/ab67616d0000b273efe6e92dcc008d19ac37464b,Romantic,Sad,user_835,3
Love Marriage,Harf Cheema,2019,20,213781,single,https://i.scdn.co/image/ab67616d0000b27339932d45243fe15554eae45f,Romantic,Calm,user_554,1
Real Talk,Love Brar,2023-06-30,22,240047,single,https://i.scdn.co/image/ab67616d0000b273d343f79a6bdbf3bd932cae76,Romantic,Happy,user_374,5
Valentine's Special,Jass Manak,2020-07-01,24,185418,single,https://i.scdn.co/image/ab67616d0000b273ce25d4be9d2c2ddc2694e6e1,Folk,Energetic,user_637,5
Feel,Romey Maan,2018-12-14,25,166363,single,https://i.scdn.co/image/ab67616d0000b273c4927464b77466dc5565fb15,Folk,Energetic,user_167,3
Pyaar Manga Hai,Armaan Malik,2017-07-20,27,286152,compilation,https://i.scdn.co/image/ab67616d0000b2733f334dbf565ef4b341d36fd4,EDM,Calm,user_937,2
Sadi Kadey Hoor Hundi Si,Durga Rangila,2015-04-09,20,398198,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Romantic,Happy,user_753,3
Rab Varga Si Tera Yaar,Durga Rangila,2015-04-09,29,308798,compilation,https://i.scdn.co/image/ab67616d0000b2732219d873cbc5d7ae3f10a583,Folk,Calm,user_459,5
Pagal,Slow Vibe,2022-12-22,30,262500,single,https://i.scdn.co/image/ab67616d0000b273bdaae0af9e7b3d3d46c3b703,EDM,Romantic,user_999,3
Romantic Punjab Urban Jatti Love,Amit Walia Thakur,2020-06-15,12,242053,single,https://i.scdn.co/image/ab67616d0000b2731c4939f7e527303cb6a00142,EDM,Energetic,user_280,1
Best Love,SK Kundesh Shah,2022-04-01,11,230684,single,https://i.scdn.co/image/ab67616d0000b2734de8e1a5407a30217c321d64,EDM,Energetic,user_700,3
Baazi Dil Di,Himmat Sandhu,2019-12-20,18,203572,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Romantic,user_302,2
"Impress 2 (From ""Impress 2"")",Ranjit Bawa,2022-04-15,2,208085,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,EDM,Happy,user_531,1
"Punjabi Love Mashup, Vol. 02",Venkat's Music,2020-11-18,5,190641,album,https://i.scdn.co/image/ab67616d0000b273a4deda6ed91f1c4c290f56e5,Romantic,Energetic,user_580,4
Robo,Gagan Kokri,2019-12-20,9,213733,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,EDM,Sad,user_218,5
Mera Rabb,Shahid Mallya,2019-12-20,13,318772,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Sad,user_102,5
Top 5 Valentine's Hits,Nimrat Khaira,2022-02-09,10,413245,single,https://i.scdn.co/image/ab67616d0000b2737e749b974f13b8eda427e73c,Folk,Happy,user_554,3
Pure Love,GKhan,2021-09-13,18,236842,single,https://i.scdn.co/image/ab67616d0000b27358aaa16806543d3d26820aff,EDM,Romantic,user_288,1
Mittha Lara,Ekam Sudhar,2019-12-20,10,200646,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Folk,Calm,user_167,4
Phulkari,Ranjit Bawa,2019-12-20,17,244035,compilation,https://i.scdn.co/image/ab67616d0000b273ae86cf278f97a3e3352bab12,Romantic,Happy,user_621,1
"Sharara (From ""Sharara"")",Shivjot,2022-04-15,11,208282,compilation,https://i.scdn.co/image/ab67616d0000b2735df2659df08c48209ea8044a,Romantic,Calm,user_36,5
